# step t_ps cv bias_e
0 0.0000 -1.462384 0.000000
10 0.0050 -1.463111 0.238981
20 0.0100 -1.463961 0.238887
30 0.0150 -1.464679 0.238754
40 0.0200 -1.465474 0.238550
50 0.0250 -1.466196 0.238312
60 0.0300 -1.466609 0.238154
70 0.0350 -1.466983 0.237997
80 0.0400 -1.467402 0.237806
90 0.0450 -1.467945 0.237532
