# step t_ps cv bias_e
0 0.0000 -1.483269 0.000000
10 0.0050 -1.482783 0.000000
20 0.0100 -1.482629 0.000000
30 0.0150 -1.482427 0.000000
40 0.0200 -1.482257 0.000000
50 0.0250 -1.482181 0.000000
60 0.0300 -1.482179 0.000000
70 0.0350 -1.482143 0.000000
80 0.0400 -1.481970 0.000000
90 0.0450 -1.481830 0.000000
100 0.0500 -1.481631 0.000000
110 0.0550 -1.481500 0.000000
120 0.0600 -1.481178 0.000000
130 0.0650 -1.480682 0.000000
140 0.0700 -1.479981 0.000000
150 0.0750 -1.479118 0.000000
160 0.0800 -1.478376 0.000000
170 0.0850 -1.477548 0.000000
180 0.0900 -1.476616 0.000000
190 0.0950 -1.475566 0.000000
200 0.1000 -1.474386 0.000000
210 0.1050 -1.472953 0.000000
220 0.1100 -1.471402 0.000000
230 0.1150 -1.469607 0.000000
240 0.1200 -1.467727 0.000000
250 0.1250 -1.465567 0.000000
260 0.1300 -1.463143 0.000000
270 0.1350 -1.460594 0.000000
280 0.1400 -1.458164 0.000000
290 0.1450 -1.455697 0.000000
300 0.1500 -1.453123 0.000000
310 0.1550 -1.450491 0.000000
320 0.1600 -1.447811 0.000000
330 0.1650 -1.445088 0.000000
340 0.1700 -1.442276 0.000000
350 0.1750 -1.439427 0.000000
360 0.1800 -1.436655 0.000000
370 0.1850 -1.433960 0.000000
380 0.1900 -1.431288 0.000000
390 0.1950 -1.428636 0.000000
400 0.2000 -1.426127 0.000000
410 0.2050 -1.423784 0.000000
420 0.2100 -1.421742 0.000000
430 0.2150 -1.419794 0.000000
440 0.2200 -1.417880 0.000000
450 0.2250 -1.415894 0.000000
460 0.2300 -1.414086 0.000000
470 0.2350 -1.412278 0.000000
480 0.2400 -1.410726 0.000000
490 0.2450 -1.409669 0.000000
500 0.2500 -1.408902 0.000000
510 0.2550 -1.408321 0.000371
520 0.2600 -1.408052 0.000544
530 0.2650 -1.408063 0.000538
540 0.2700 -1.408509 0.000250
550 0.2750 -1.409322 0.000000
560 0.2800 -1.410252 0.000000
570 0.2850 -1.411442 0.000000
580 0.2900 -1.412971 0.000000
590 0.2950 -1.414707 0.000000
600 0.3000 -1.416683 0.000000
610 0.3050 -1.418956 0.000000
620 0.3100 -1.421551 0.000000
630 0.3150 -1.424324 0.000000
640 0.3200 -1.427141 0.000000
650 0.3250 -1.430037 0.000000
660 0.3300 -1.433105 0.000000
670 0.3350 -1.436524 0.000000
680 0.3400 -1.440216 0.000000
690 0.3450 -1.444012 0.000000
700 0.3500 -1.447934 0.000000
710 0.3550 -1.451953 0.000000
720 0.3600 -1.455850 0.000000
730 0.3650 -1.459998 0.000000
740 0.3700 -1.464357 0.000000
750 0.3750 -1.468854 0.000000
760 0.3800 -1.473535 0.000000
770 0.3850 -1.478237 0.000000
780 0.3900 -1.482938 0.000000
790 0.3950 -1.487639 0.002931
800 0.4000 -1.492230 0.006362
810 0.4050 -1.496748 0.010088
820 0.4100 -1.501157 0.014060
830 0.4150 -1.505319 0.018114
840 0.4200 -1.509110 0.022064
850 0.4250 -1.512557 0.025867
860 0.4300 -1.515864 0.029707
870 0.4350 -1.518984 0.033500
880 0.4400 -1.522077 0.037424
890 0.4450 -1.525040 0.041337
900 0.4500 -1.527827 0.045153
910 0.4550 -1.530486 0.048918
920 0.4600 -1.533211 0.052902
930 0.4650 -1.535965 0.057057
940 0.4700 -1.538587 0.061133
950 0.4750 -1.541051 0.065069
960 0.4800 -1.543257 0.068683
970 0.4850 -1.545456 0.072367
980 0.4900 -1.547561 0.075971
990 0.4950 -1.549583 0.079504
1000 0.5000 -1.551179 0.082342
1010 0.5050 -1.552309 0.044843
1020 0.5100 -1.552936 0.045538
1030 0.5150 -1.553327 0.045975
1040 0.5200 -1.553346 0.045997
1050 0.5250 -1.553230 0.045867
1060 0.5300 -1.552821 0.045410
1070 0.5350 -1.551919 0.044414
1080 0.5400 -1.550503 0.042875
1090 0.5450 -1.548837 0.041105
1100 0.5500 -1.546828 0.039026
1110 0.5550 -1.544587 0.036784
1120 0.5600 -1.542118 0.034403
1130 0.5650 -1.539565 0.032041
1140 0.5700 -1.536775 0.029577
1150 0.5750 -1.534049 0.027285
1160 0.5800 -1.531326 0.025113
1170 0.5850 -1.528270 0.022812
1180 0.5900 -1.524936 0.020468
1190 0.5950 -1.521665 0.018337
1200 0.6000 -1.518390 0.016370
1210 0.6050 -1.515160 0.014593
1220 0.6100 -1.511797 0.012915
1230 0.6150 -1.508284 0.011351
1240 0.6200 -1.504520 0.009888
1250 0.6250 -1.500477 0.008562
1260 0.6300 -1.496320 0.007464
1270 0.6350 -1.492173 0.006636
1280 0.6400 -1.487801 0.006052
1290 0.6450 -1.483242 0.005760
