# step cv h sig
0 -1.455586 0.239006 0.0500
100 -1.466816 0.223930 0.0500
200 -1.500521 0.217455 0.0500
300 -1.492151 0.202419 0.0500
400 -1.458924 0.192405 0.0500
500 -1.453659 0.183919 0.0500
600 -1.480630 0.172881 0.0500
700 -1.511380 0.179323 0.0500
800 -1.498044 0.162930 0.0500
900 -1.471301 0.151957 0.0500
1000 -1.465761 0.146899 0.0500
1100 -1.477311 0.139426 0.0500
1200 -1.469309 0.134854 0.0500
1300 -1.447660 0.140324 0.0500
1400 -1.435301 0.145629 0.0500
1500 -1.448027 0.129456 0.0500
1600 -1.457087 0.120147 0.0500
1700 -1.445552 0.122446 0.0500
1800 -1.408718 0.158339 0.0500
1900 -1.383691 0.184868 0.0500
2000 -1.395817 0.160543 0.0500
2100 -1.401993 0.146212 0.0500
2200 -1.378435 0.168048 0.0500
2300 -1.363592 0.177078 0.0500
2400 -1.376208 0.155242 0.0500
2500 -1.380703 0.144196 0.0500
2600 -1.357887 0.161588 0.0500
2700 -1.322810 0.191605 0.0500
2800 -1.312595 0.191338 0.0500
2900 -1.332745 0.163628 0.0500
3000 -1.351202 0.141992 0.0500
3100 -1.344564 0.141242 0.0500
3200 -1.314741 0.161371 0.0500
3300 -1.306513 0.162210 0.0500
3400 -1.319957 0.143094 0.0500
3500 -1.317615 0.139356 0.0500
3600 -1.282767 0.168649 0.0500
3700 -1.266906 0.178538 0.0500
3800 -1.298383 0.139114 0.0500
3900 -1.324862 0.117367 0.0500
4000 -1.310976 0.120915 0.0500
4100 -1.288898 0.134257 0.0500
4200 -1.299400 0.120530 0.0500
4300 -1.313041 0.108297 0.0500
4400 -1.284859 0.125636 0.0500
4500 -1.244519 0.170425 0.0500
4600 -1.256409 0.147526 0.0500
4700 -1.310058 0.098921 0.0500
4800 -1.335207 0.092229 0.0500
4900 -1.317508 0.091849 0.0500
5000 -1.289074 0.103196 0.0500
5100 -1.287257 0.101608 0.0500
5200 -1.316417 0.085505 0.0500
5300 -1.336672 0.082848 0.0500
5400 -1.321159 0.080985 0.0500
5500 -1.307936 0.082203 0.0500
5600 -1.328850 0.077121 0.0500
5700 -1.362210 0.082478 0.0500
5800 -1.353492 0.077945 0.0500
5900 -1.324885 0.072858 0.0500
6000 -1.323502 0.071508 0.0500
6100 -1.359241 0.075525 0.0500
6200 -1.389728 0.084722 0.0500
6300 -1.370847 0.076339 0.0500
6400 -1.359610 0.071123 0.0500
6500 -1.378115 0.075817 0.0500
6600 -1.398760 0.080912 0.0500
6700 -1.388969 0.076191 0.0500
6800 -1.378216 0.071236 0.0500
6900 -1.395238 0.075040 0.0500
7000 -1.430102 0.081948 0.0500
7100 -1.436961 0.081541 0.0500
7200 -1.432768 0.078832 0.0500
7300 -1.436531 0.077881 0.0500
7400 -1.449813 0.079528 0.0500
7500 -1.452468 0.078607 0.0500
7600 -1.441346 0.073985 0.0500
7700 -1.441144 0.072429 0.0500
7800 -1.456658 0.075342 0.0500
7900 -1.466143 0.077933 0.0500
8000 -1.452749 0.070936 0.0500
8100 -1.443149 0.067283 0.0500
8200 -1.462505 0.071831 0.0500
8300 -1.486843 0.086660 0.0500
8400 -1.483510 0.081703 0.0500
8500 -1.464340 0.068221 0.0500
8600 -1.457168 0.064407 0.0500
8700 -1.466924 0.066868 0.0500
8800 -1.481804 0.074549 0.0500
8900 -1.476719 0.069514 0.0500
9000 -1.451476 0.058702 0.0500
9100 -1.443075 0.056813 0.0500
9200 -1.446152 0.056159 0.0500
9300 -1.456069 0.056876 0.0500
9400 -1.452092 0.055191 0.0500
9500 -1.442929 0.053385 0.0500
9600 -1.435699 0.052522 0.0500
9700 -1.440325 0.051744 0.0500
9800 -1.446776 0.051371 0.0500
9900 -1.444199 0.050435 0.0500
10000 -1.424825 0.050416 0.0500
10100 -1.414760 0.051037 0.0500
10200 -1.422872 0.049236 0.0500
10300 -1.421407 0.048736 0.0500
10400 -1.412106 0.049367 0.0500
10500 -1.404608 0.049863 0.0500
10600 -1.408096 0.048629 0.0500
10700 -1.413674 0.047155 0.0500
10800 -1.404036 0.047975 0.0500
10900 -1.391754 0.049249 0.0500
11000 -1.380195 0.050221 0.0500
11100 -1.382145 0.049262 0.0500
11200 -1.390980 0.047381 0.0500
11300 -1.388287 0.047129 0.0500
11400 -1.379636 0.047667 0.0500
11500 -1.373153 0.047875 0.0500
11600 -1.358376 0.049230 0.0500
11700 -1.343741 0.051090 0.0500
11800 -1.347444 0.049643 0.0500
11900 -1.366267 0.046271 0.0500
12000 -1.369915 0.045271 0.0500
12100 -1.342474 0.048830 0.0500
12200 -1.331949 0.050897 0.0500
12300 -1.361431 0.044568 0.0500
12400 -1.374099 0.042821 0.0500
12500 -1.339288 0.047224 0.0500
12600 -1.308393 0.059322 0.0500
12700 -1.310289 0.057208 0.0500
12800 -1.333262 0.046826 0.0500
12900 -1.342945 0.044045 0.0500
13000 -1.333094 0.045707 0.0500
13100 -1.324010 0.048014 0.0500
13200 -1.323559 0.047541 0.0500
13300 -1.322216 0.047420 0.0500
13400 -1.323244 0.046411 0.0500
13500 -1.326826 0.044596 0.0500
13600 -1.334017 0.042100 0.0500
13700 -1.337269 0.040921 0.0500
13800 -1.336042 0.040699 0.0500
13900 -1.326189 0.042769 0.0500
14000 -1.314121 0.047048 0.0500
14100 -1.302536 0.053203 0.0500
14200 -1.305215 0.050659 0.0500
14300 -1.313156 0.045587 0.0500
14400 -1.316801 0.043393 0.0500
14500 -1.300858 0.051592 0.0500
14600 -1.292906 0.056994 0.0500
14700 -1.298339 0.051825 0.0500
14800 -1.302604 0.048212 0.0500
14900 -1.296854 0.051473 0.0500
15000 -1.278522 0.068006 0.0500
