# step cv h sig
0 -1.455586 0.717018 0.0500
200 -1.501484 0.699903 0.0500
400 -1.459839 0.673852 0.0500
600 -1.477456 0.650085 0.0500
800 -1.507961 0.644647 0.0500
1000 -1.460660 0.617336 0.0500
1200 -1.470964 0.594124 0.0500
1400 -1.434064 0.609111 0.0500
1600 -1.438057 0.585017 0.0500
1800 -1.410292 0.612073 0.0500
2000 -1.368607 0.664535 0.0500
2200 -1.370382 0.639766 0.0500
2400 -1.344586 0.652488 0.0500
2600 -1.339265 0.637205 0.0500
2800 -1.276380 0.688008 0.0500
3000 -1.322179 0.622285 0.0500
3200 -1.275880 0.650854 0.0500
3400 -1.279417 0.625846 0.0500
3600 -1.245926 0.644374 0.0500
3800 -1.246991 0.622136 0.0500
4000 -1.282975 0.573369 0.0500
4200 -1.249469 0.585841 0.0500
4400 -1.245418 0.573664 0.0500
4600 -1.208551 0.619283 0.0500
4800 -1.291035 0.527362 0.0500
5000 -1.284575 0.512229 0.0500
5200 -1.255728 0.511700 0.0500
5400 -1.327512 0.517926 0.0500
5600 -1.318197 0.496134 0.0500
5800 -1.348958 0.512637 0.0500
6000 -1.353364 0.503341 0.0500
6200 -1.387575 0.516283 0.0500
6400 -1.397261 0.506998 0.0500
6600 -1.412300 0.498512 0.0500
6800 -1.425020 0.489234 0.0500
7000 -1.462087 0.499485 0.0500
7200 -1.512660 0.572708 0.0500
7400 -1.510947 0.552506 0.0500
7600 -1.536215 0.592308 0.0500
7800 -1.543481 0.590375 0.0500
8000 -1.556965 0.601176 0.0500
8200 -1.576253 0.621239 0.0500
8400 -1.585406 0.618435 0.0500
8600 -1.593909 0.613782 0.0500
8800 -1.599208 0.603557 0.0500
9000 -1.593195 0.575571 0.0500
9200 -1.587744 0.550779 0.0500
9400 -1.597799 0.550493 0.0500
9600 -1.596398 0.532987 0.0500
9800 -1.595980 0.517980 0.0500
10000 -1.591525 0.498361 0.0500
10200 -1.587304 0.480893 0.0500
10400 -1.572240 0.458010 0.0500
10600 -1.561661 0.444527 0.0500
10800 -1.556044 0.434363 0.0500
11000 -1.521476 0.435929 0.0500
11200 -1.515357 0.428693 0.0500
11400 -1.501867 0.424487 0.0500
11600 -1.461308 0.432667 0.0500
11800 -1.436259 0.437168 0.0500
12000 -1.436693 0.427208 0.0500
12200 -1.390183 0.445973 0.0500
12400 -1.405517 0.428181 0.0500
12600 -1.326381 0.444395 0.0500
12800 -1.359633 0.431043 0.0500
13000 -1.297903 0.435656 0.0500
13200 -1.333552 0.418181 0.0500
13400 -1.275104 0.438615 0.0500
13600 -1.278839 0.424789 0.0500
13800 -1.311968 0.398774 0.0500
14000 -1.236726 0.486171 0.0500
14200 -1.233061 0.483357 0.0500
14400 -1.250477 0.433190 0.0500
14600 -1.186372 0.595650 0.0500
14800 -1.230580 0.458466 0.0500
15000 -1.165078 0.623577 0.0500
15200 -1.175560 0.579413 0.0500
15400 -1.148592 0.621275 0.0500
15600 -1.150399 0.598329 0.0500
15800 -1.109795 0.650408 0.0500
16000 -1.133507 0.592995 0.0500
16200 -1.124672 0.588728 0.0500
16400 -1.148472 0.538442 0.0500
16600 -1.164476 0.505216 0.0500
16800 -1.170566 0.485792 0.0500
17000 -1.207141 0.436840 0.0500
17200 -1.204412 0.430033 0.0500
17400 -1.270148 0.370478 0.0500
17600 -1.289602 0.362698 0.0500
17800 -1.328638 0.374065 0.0500
18000 -1.388743 0.398907 0.0500
18200 -1.388816 0.390835 0.0500
18400 -1.410503 0.386232 0.0500
18600 -1.415618 0.379119 0.0500
18800 -1.472076 0.385276 0.0500
19000 -1.464867 0.375359 0.0500
19200 -1.502810 0.382500 0.0500
19400 -1.483526 0.368176 0.0500
19600 -1.520500 0.375651 0.0500
19800 -1.501886 0.361597 0.0500
20000 -1.523288 0.363368 0.0500
20200 -1.502938 0.349255 0.0500
20400 -1.522663 0.350515 0.0500
20600 -1.517438 0.342006 0.0500
20800 -1.479314 0.330704 0.0500
21000 -1.494880 0.325266 0.0500
21200 -1.464105 0.323809 0.0500
21400 -1.457012 0.321310 0.0500
21600 -1.414196 0.342573 0.0500
21800 -1.424190 0.330111 0.0500
22000 -1.409037 0.334403 0.0500
22200 -1.397289 0.335982 0.0500
22400 -1.380739 0.339218 0.0500
22600 -1.351606 0.343561 0.0500
22800 -1.352356 0.337402 0.0500
23000 -1.322526 0.335478 0.0500
23200 -1.349514 0.327246 0.0500
23400 -1.334324 0.323573 0.0500
23600 -1.361068 0.315579 0.0500
23800 -1.357910 0.310840 0.0500
24000 -1.361009 0.305605 0.0500
24200 -1.359833 0.300962 0.0500
24400 -1.387737 0.295346 0.0500
24600 -1.367417 0.291654 0.0500
24800 -1.407874 0.288260 0.0500
25000 -1.400576 0.283492 0.0500
25200 -1.409764 0.280146 0.0500
25400 -1.394666 0.275314 0.0500
25600 -1.400499 0.271627 0.0500
25800 -1.428872 0.272496 0.0500
26000 -1.411542 0.265456 0.0500
26200 -1.435869 0.267364 0.0500
26400 -1.433531 0.262997 0.0500
26600 -1.447069 0.264337 0.0500
26800 -1.458076 0.265960 0.0500
27000 -1.445930 0.256877 0.0500
27200 -1.457815 0.258877 0.0500
27400 -1.430932 0.246418 0.0500
27600 -1.485065 0.272258 0.0500
27800 -1.466512 0.254560 0.0500
28000 -1.467702 0.252000 0.0500
28200 -1.500421 0.277205 0.0500
28400 -1.482461 0.256294 0.0500
28600 -1.515405 0.287332 0.0500
28800 -1.489472 0.255683 0.0500
29000 -1.541503 0.315889 0.0500
29200 -1.535637 0.302294 0.0500
29400 -1.576368 0.368097 0.0500
29600 -1.595652 0.407917 0.0500
29800 -1.592262 0.390590 0.0500
30000 -1.625773 0.486277 0.0500
30200 -1.621180 0.458657 0.0500
30400 -1.660293 0.583628 0.0500
30600 -1.665890 0.583679 0.0500
30800 -1.665297 0.564710 0.0500
31000 -1.698559 0.631440 0.0500
31200 -1.668659 0.543132 0.0500
31400 -1.726958 0.650160 0.0500
31600 -1.689352 0.562823 0.0500
31800 -1.733758 0.626690 0.0500
32000 -1.692404 0.540126 0.0500
32200 -1.722669 0.575624 0.0500
32400 -1.677560 0.491623 0.0500
32600 -1.718155 0.541462 0.0500
32800 -1.652436 0.437894 0.0500
33000 -1.680047 0.463856 0.0500
33200 -1.641151 0.405248 0.0500
33400 -1.662831 0.423949 0.0500
33600 -1.617268 0.360984 0.0500
33800 -1.612966 0.349492 0.0500
34000 -1.586398 0.317421 0.0500
34200 -1.569563 0.299437 0.0500
34400 -1.562382 0.290020 0.0500
34600 -1.539560 0.271675 0.0500
34800 -1.547668 0.272808 0.0500
35000 -1.505728 0.245494 0.0500
35200 -1.510546 0.244926 0.0500
35400 -1.479417 0.229003 0.0500
35600 -1.453924 0.223033 0.0500
35800 -1.439460 0.221941 0.0500
36000 -1.384438 0.243992 0.0500
36200 -1.399507 0.232016 0.0500
36400 -1.344944 0.268720 0.0500
36600 -1.343370 0.266356 0.0500
36800 -1.292437 0.308387 0.0500
37000 -1.262489 0.335135 0.0500
37200 -1.208101 0.403486 0.0500
37400 -1.190955 0.418540 0.0500
37600 -1.139021 0.492903 0.0500
37800 -1.136973 0.484670 0.0500
38000 -1.121710 0.505809 0.0500
38200 -1.074460 0.614141 0.0500
38400 -1.088304 0.561335 0.0500
38600 -1.072075 0.584463 0.0500
38800 -1.102990 0.498358 0.0500
39000 -1.089306 0.514979 0.0500
39200 -1.098606 0.482048 0.0500
39400 -1.158921 0.402255 0.0500
39600 -1.197574 0.376079 0.0500
39800 -1.193078 0.371327 0.0500
40000 -1.249066 0.326616 0.0500
40200 -1.249598 0.320781 0.0500
40400 -1.306118 0.280362 0.0500
40600 -1.288002 0.286789 0.0500
40800 -1.361165 0.242710 0.0500
41000 -1.321794 0.261819 0.0500
41200 -1.387645 0.225712 0.0500
41400 -1.361280 0.234915 0.0500
41600 -1.361227 0.232125 0.0500
41800 -1.386645 0.218830 0.0500
42000 -1.357659 0.229001 0.0500
42200 -1.405412 0.210054 0.0500
42400 -1.345660 0.231979 0.0500
42600 -1.390198 0.209371 0.0500
42800 -1.372035 0.213186 0.0500
43000 -1.335529 0.232584 0.0500
43200 -1.322949 0.239457 0.0500
43400 -1.292832 0.262070 0.0500
43600 -1.282575 0.267886 0.0500
43800 -1.229575 0.319897 0.0500
44000 -1.227344 0.317064 0.0500
44200 -1.202094 0.337354 0.0500
44400 -1.208552 0.325499 0.0500
44600 -1.198280 0.329629 0.0500
44800 -1.183800 0.337324 0.0500
45000 -1.189352 0.326541 0.0500
45200 -1.187096 0.323096 0.0500
45400 -1.201748 0.305802 0.0500
45600 -1.210387 0.294740 0.0500
45800 -1.200601 0.297463 0.0500
46000 -1.224174 0.277619 0.0500
46200 -1.246411 0.263090 0.0500
46400 -1.263751 0.252885 0.0500
46600 -1.280918 0.243536 0.0500
46030 -1.455586 0.208151 0.0500
46230 -1.523645 0.243714 0.0500
46430 -1.475931 0.212189 0.0500
46630 -1.515539 0.233154 0.0500
46830 -1.529503 0.240608 0.0500
47030 -1.520885 0.231363 0.0500
47230 -1.535156 0.239228 0.0500
46030 -1.455586 0.199156 0.0500
46230 -1.515749 0.221473 0.0500
46430 -1.482216 0.202148 0.0500
46630 -1.496040 0.205739 0.0500
46830 -1.546046 0.239694 0.0500
47030 -1.500871 0.204329 0.0500
47230 -1.546041 0.235111 0.0500
47430 -1.520445 0.211672 0.0500
47630 -1.567852 0.253319 0.0500
47830 -1.536370 0.219076 0.0500
48030 -1.551001 0.229557 0.0500
48230 -1.573765 0.252317 0.0500
