# step cv h sig
0 -1.483269 0.717018 0.0500
200 -1.434184 0.700897 0.0500
400 -1.436151 0.675546 0.0500
600 -1.399907 0.672365 0.0500
800 -1.427582 0.636393 0.0500
1000 -1.400004 0.631504 0.0500
1200 -1.321164 0.697086 0.0500
1400 -1.327542 0.668110 0.0500
1600 -1.304299 0.662369 0.0500
1800 -1.307430 0.638011 0.0500
2000 -1.243643 0.681668 0.0500
2200 -1.265583 0.637531 0.0500
2400 -1.270139 0.613075 0.0500
2600 -1.223527 0.647294 0.0500
2800 -1.227036 0.621827 0.0500
3000 -1.234220 0.594216 0.0500
3200 -1.232870 0.577774 0.0500
3400 -1.270794 0.543209 0.0500
3600 -1.192813 0.615030 0.0500
3800 -1.283040 0.527979 0.0500
4000 -1.300661 0.526521 0.0500
4200 -1.282420 0.500719 0.0500
4400 -1.349606 0.559115 0.0500
4600 -1.327184 0.517981 0.0500
4800 -1.408114 0.573281 0.0500
5000 -1.375063 0.541817 0.0500
5200 -1.433553 0.564309 0.0500
5400 -1.425950 0.541499 0.0500
5600 -1.491729 0.625317 0.0500
5800 -1.488766 0.600476 0.0500
6000 -1.504236 0.608540 0.0500
6200 -1.519841 0.616127 0.0500
6400 -1.525246 0.605846 0.0500
6600 -1.553838 0.634926 0.0500
6800 -1.531518 0.580153 0.0500
7000 -1.562862 0.613626 0.0500
7200 -1.551054 0.575619 0.0500
7400 -1.576928 0.602627 0.0500
7600 -1.548533 0.540729 0.0500
7800 -1.549105 0.526617 0.0500
8000 -1.551514 0.515532 0.0500
8200 -1.554079 0.505362 0.0500
8400 -1.564248 0.507728 0.0500
8600 -1.556910 0.483624 0.0500
8800 -1.578054 0.509604 0.0500
9000 -1.555094 0.458535 0.0500
9200 -1.567038 0.464412 0.0500
9400 -1.586631 0.495420 0.0500
9600 -1.594900 0.504945 0.0500
9800 -1.607442 0.528267 0.0500
10000 -1.600794 0.495097 0.0500
10200 -1.625972 0.557304 0.0500
10400 -1.608653 0.491434 0.0500
10600 -1.644450 0.583385 0.0500
10800 -1.626833 0.516678 0.0500
11000 -1.644953 0.553625 0.0500
11200 -1.644560 0.537047 0.0500
11400 -1.645106 0.523875 0.0500
11600 -1.665890 0.564438 0.0500
11800 -1.659865 0.533022 0.0500
12000 -1.696127 0.608977 0.0500
12200 -1.673213 0.536809 0.0500
12400 -1.698385 0.581055 0.0500
12600 -1.654402 0.472137 0.0500
12800 -1.692002 0.539585 0.0500
13000 -1.670330 0.479050 0.0500
13200 -1.700062 0.532611 0.0500
13400 -1.677255 0.469168 0.0500
13600 -1.688414 0.480249 0.0500
13800 -1.717028 0.539473 0.0500
14000 -1.689949 0.460662 0.0500
14200 -1.731078 0.553640 0.0500
14400 -1.697549 0.455169 0.0500
14600 -1.734540 0.538107 0.0500
14800 -1.713040 0.467448 0.0500
15000 -1.739195 0.525466 0.0500
15200 -1.724720 0.472754 0.0500
15400 -1.757576 0.553501 0.0500
15600 -1.731652 0.467301 0.0500
15800 -1.748380 0.500283 0.0500
16000 -1.718019 0.417680 0.0500
16200 -1.712020 0.399194 0.0500
16400 -1.695224 0.372742 0.0500
16600 -1.645013 0.364159 0.0500
16800 -1.661028 0.353199 0.0500
17000 -1.593896 0.363873 0.0500
17200 -1.599859 0.356506 0.0500
17400 -1.521368 0.404933 0.0500
17600 -1.516427 0.403785 0.0500
17800 -1.458769 0.471357 0.0500
18000 -1.432946 0.478018 0.0500
18200 -1.375097 0.497518 0.0500
18400 -1.358717 0.486837 0.0500
18600 -1.319599 0.466788 0.0500
18800 -1.294567 0.453230 0.0500
19000 -1.252671 0.471325 0.0500
19200 -1.177178 0.613964 0.0500
19400 -1.220170 0.504711 0.0500
19600 -1.156087 0.629341 0.0500
19800 -1.209313 0.503672 0.0500
20000 -1.153320 0.606109 0.0500
20200 -1.173357 0.547799 0.0500
20400 -1.148783 0.581716 0.0500
20600 -1.150993 0.560247 0.0500
20800 -1.211764 0.456394 0.0500
21000 -1.150903 0.538480 0.0500
21200 -1.198425 0.452379 0.0500
21400 -1.226543 0.421090 0.0500
