# step t_ps cv bias_e
0 0.0000 -1.455586 0.000000
10 0.0050 -1.455217 0.239000
20 0.0100 -1.455637 0.239006
30 0.0150 -1.456803 0.238935
40 0.0200 -1.458549 0.238587
50 0.0250 -1.461000 0.237609
60 0.0300 -1.464190 0.235493
70 0.0350 -1.468032 0.231714
80 0.0400 -1.472276 0.226054
90 0.0450 -1.477044 0.217978
100 0.0500 -1.482065 0.207733
110 0.0550 -1.487535 0.419045
120 0.0600 -1.493353 0.399532
130 0.0650 -1.499218 0.375956
140 0.0700 -1.505265 0.348399
150 0.0750 -1.511312 0.318493
160 0.0800 -1.517228 0.287896
170 0.0850 -1.522786 0.258731
180 0.0900 -1.527832 0.232488
190 0.0950 -1.532220 0.210206
200 0.1000 -1.535793 0.192619
210 0.1050 -1.538351 0.406586
220 0.1100 -1.539994 0.398432
230 0.1150 -1.540630 0.395250
240 0.1200 -1.540415 0.396329
250 0.1250 -1.539311 0.401836
260 0.1300 -1.537114 0.412666
270 0.1350 -1.534144 0.427016
280 0.1400 -1.530569 0.443752
290 0.1450 -1.526422 0.462304
300 0.1500 -1.521727 0.481975
310 0.1550 -1.516670 0.709127
320 0.1600 -1.511520 0.723305
330 0.1650 -1.506197 0.733041
340 0.1700 -1.501109 0.737549
350 0.1750 -1.496287 0.737450
360 0.1800 -1.491702 0.733432
370 0.1850 -1.487418 0.726284
380 0.1900 -1.483599 0.717224
390 0.1950 -1.480201 0.707104
400 0.2000 -1.477430 0.697475
410 0.2050 -1.475151 0.885123
420 0.2100 -1.473535 0.878009
430 0.2150 -1.472436 0.872837
440 0.2200 -1.471941 0.870422
450 0.2250 -1.472016 0.870789
460 0.2300 -1.472506 0.873172
470 0.2350 -1.473516 0.877922
480 0.2400 -1.474921 0.884146
490 0.2450 -1.476569 0.890872
500 0.2500 -1.478689 0.898601
510 0.2550 -1.481230 1.092137
520 0.2600 -1.484018 1.098162
530 0.2650 -1.487187 1.102007
540 0.2700 -1.490562 1.102587
550 0.2750 -1.494118 1.099300
560 0.2800 -1.497791 1.091779
570 0.2850 -1.501589 1.079722
580 0.2900 -1.505378 1.063533
590 0.2950 -1.509242 1.042969
600 0.3000 -1.513016 1.019200
610 0.3050 -1.516647 1.172431
620 0.3100 -1.519951 1.145018
630 0.3150 -1.522782 1.119225
640 0.3200 -1.525133 1.096318
650 0.3250 -1.527082 1.076369
660 0.3300 -1.528411 1.062309
670 0.3350 -1.528994 1.056020
680 0.3400 -1.528655 1.059688
690 0.3450 -1.527430 1.072720
700 0.3500 -1.525473 1.092897
710 0.3550 -1.523038 1.292670
720 0.3600 -1.520140 1.318442
730 0.3650 -1.516853 1.344298
740 0.3700 -1.513104 1.369125
750 0.3750 -1.508913 1.390703
760 0.3800 -1.504239 1.406722
770 0.3850 -1.499453 1.414068
780 0.3900 -1.494591 1.412019
790 0.3950 -1.489689 1.400296
800 0.4000 -1.484900 1.379702
810 0.4050 -1.480300 1.513598
820 0.4100 -1.475981 1.478641
830 0.4150 -1.472133 1.441333
840 0.4200 -1.468628 1.402688
850 0.4250 -1.465667 1.366859
860 0.4300 -1.463182 1.334727
870 0.4350 -1.461163 1.307360
880 0.4400 -1.459648 1.286128
890 0.4450 -1.458386 1.268027
900 0.4500 -1.457553 1.255865
910 0.4550 -1.457095 1.417360
920 0.4600 -1.457055 1.416770
930 0.4650 -1.457669 1.425814
940 0.4700 -1.458754 1.441534
950 0.4750 -1.460417 1.464933
960 0.4800 -1.462599 1.494318
970 0.4850 -1.465219 1.527475
980 0.4900 -1.467991 1.559825
990 0.4950 -1.470849 1.590069
1000 0.5000 -1.473881 1.618481
1010 0.5050 -1.476921 1.794713
1020 0.5100 -1.479936 1.814057
1030 0.5150 -1.482796 1.827992
1040 0.5200 -1.485538 1.837249
1050 0.5250 -1.488186 1.842330
1060 0.5300 -1.490551 1.843651
1070 0.5350 -1.492545 1.842408
1080 0.5400 -1.494178 1.839793
