# step cv h sig
0 -1.462384 0.239006 0.0500
100 -1.469813 0.223722 0.0500
200 -1.481419 0.211338 0.0500
300 -1.500336 0.204278 0.0500
400 -1.516572 0.200064 0.0500
500 -1.522599 0.192284 0.0500
600 -1.523301 0.182584 0.0500
700 -1.520810 0.172307 0.0500
800 -1.519563 0.163672 0.0500
900 -1.500076 0.152616 0.0500
1000 -1.487585 0.148240 0.0500
1100 -1.498589 0.140493 0.0500
1200 -1.518185 0.139496 0.0500
1300 -1.523073 0.136661 0.0500
1400 -1.524473 0.132332 0.0500
1500 -1.517407 0.124199 0.0500
1600 -1.503685 0.117595 0.0500
1700 -1.477147 0.124062 0.0500
1800 -1.460742 0.134675 0.0500
1900 -1.470127 0.120883 0.0500
2000 -1.493150 0.105211 0.0500
2100 -1.496115 0.101726 0.0500
2200 -1.489333 0.100223 0.0500
2300 -1.495905 0.096186 0.0500
2400 -1.505646 0.094089 0.0500
2500 -1.492407 0.091785 0.0500
2600 -1.470951 0.100452 0.0500
2700 -1.471881 0.096941 0.0500
2800 -1.500416 0.084761 0.0500
2900 -1.527879 0.096105 0.0500
3000 -1.533802 0.099206 0.0500
3100 -1.522370 0.086846 0.0500
3200 -1.522571 0.084895 0.0500
3300 -1.531225 0.089644 0.0500
3400 -1.524882 0.082411 0.0500
3500 -1.507476 0.073170 0.0500
3600 -1.504181 0.071295 0.0500
3700 -1.518852 0.074029 0.0500
3800 -1.552072 0.105267 0.0500
3900 -1.562280 0.118007 0.0500
4000 -1.540124 0.084597 0.0500
4100 -1.539823 0.082317 0.0500
4200 -1.569200 0.120853 0.0500
4300 -1.585174 0.144735 0.0500
4400 -1.565528 0.106814 0.0500
4500 -1.558042 0.093411 0.0500
4600 -1.586138 0.133836 0.0500
4700 -1.598237 0.149087 0.0500
4800 -1.575795 0.108273 0.0500
4900 -1.573791 0.102284 0.0500
5000 -1.600270 0.138882 0.0500
5100 -1.609634 0.147987 0.0500
5200 -1.578816 0.099111 0.0500
5300 -1.566854 0.083124 0.0500
5400 -1.578801 0.094232 0.0500
5500 -1.577539 0.090336 0.0500
5600 -1.551704 0.065350 0.0500
5700 -1.553889 0.065596 0.0500
5800 -1.579375 0.087325 0.0500
5900 -1.580902 0.086926 0.0500
6000 -1.558712 0.064868 0.0500
6100 -1.541098 0.054482 0.0500
6200 -1.546838 0.056026 0.0500
6300 -1.564491 0.066055 0.0500
6400 -1.555739 0.058849 0.0500
6500 -1.544710 0.052458 0.0500
6600 -1.564823 0.063198 0.0500
6700 -1.599530 0.100320 0.0500
6800 -1.585853 0.080159 0.0500
6900 -1.556781 0.054557 0.0500
7000 -1.563660 0.057834 0.0500
7100 -1.585504 0.075871 0.0500
7200 -1.582348 0.071002 0.0500
7300 -1.570973 0.059757 0.0500
7400 -1.568408 0.056942 0.0500
7500 -1.581088 0.066243 0.0500
7600 -1.592007 0.076399 0.0500
7700 -1.583583 0.065988 0.0500
7800 -1.570639 0.054492 0.0500
7900 -1.579519 0.060261 0.0500
8000 -1.579038 0.058862 0.0500
8100 -1.572116 0.052882 0.0500
8200 -1.583221 0.060549 0.0500
8300 -1.608700 0.089310 0.0500
8400 -1.605347 0.082416 0.0500
8500 -1.594963 0.068057 0.0500
8600 -1.605174 0.078825 0.0500
8700 -1.624469 0.106136 0.0500
8800 -1.619329 0.094760 0.0500
8900 -1.598498 0.065745 0.0500
9000 -1.610269 0.078069 0.0500
9100 -1.646812 0.136252 0.0500
9200 -1.631158 0.103952 0.0500
9300 -1.607053 0.068665 0.0500
9400 -1.627436 0.093526 0.0500
9500 -1.653873 0.135424 0.0500
9600 -1.627812 0.088685 0.0500
9700 -1.612157 0.067741 0.0500
9800 -1.622396 0.077979 0.0500
9900 -1.632760 0.089935 0.0500
10000 -1.620698 0.072488 0.0500
10100 -1.607397 0.058122 0.0500
10200 -1.617069 0.066082 0.0500
10300 -1.638106 0.090795 0.0500
10400 -1.627045 0.074099 0.0500
10500 -1.614877 0.060093 0.0500
10600 -1.625851 0.070053 0.0500
10700 -1.632194 0.076110 0.0500
10800 -1.617252 0.058864 0.0500
10900 -1.612658 0.054124 0.0500
11000 -1.627027 0.066465 0.0500
11100 -1.637808 0.077967 0.0500
11200 -1.612354 0.051154 0.0500
11300 -1.586999 0.037847 0.0500
11400 -1.584061 0.036575 0.0500
11500 -1.589260 0.037804 0.0500
11600 -1.569197 0.032883 0.0500
11700 -1.525892 0.034730 0.0500
11800 -1.498963 0.045089 0.0500
11900 -1.513632 0.037620 0.0500
12000 -1.534505 0.032116 0.0500
12100 -1.526490 0.033249 0.0500
12200 -1.488586 0.050469 0.0500
12300 -1.481560 0.055713 0.0500
