# step t_ps cv bias_e
0 0.0000 -1.483269 0.000000
10 0.0050 -1.482729 0.000000
20 0.0100 -1.482185 0.000000
30 0.0150 -1.481699 0.000000
40 0.0200 -1.481269 0.000000
50 0.0250 -1.480814 0.000000
60 0.0300 -1.480457 0.000000
70 0.0350 -1.479853 0.000000
80 0.0400 -1.479304 0.000000
90 0.0450 -1.478836 0.000000
