# step t_ps cv bias_e
0 0.0000 -1.483269 0.000000
10 0.0050 -1.482713 0.000000
20 0.0100 -1.481970 0.000000
30 0.0150 -1.481252 0.000000
40 0.0200 -1.480345 0.000000
50 0.0250 -1.479356 0.000000
60 0.0300 -1.478262 0.000000
70 0.0350 -1.477091 0.000000
80 0.0400 -1.476049 0.000000
90 0.0450 -1.474991 0.000000
